SMILES,CID,Split,pIC50
S1(Oc2cc(cc3c2n(cc3CC)CC1)C(=O)NC([C@H](O)C[NH2+]CC#C)Cc1ccccc1)(=O)=O,BACE_991,Train,6.4436975
Fc1ncccc1-c1cc(ccc1)[C@@]1([NH+]=C(N2C1=NCCC2)N)c1ccc(OC(F)(F)F)cc1,BACE_992,Train,6.4317985
S(CCC(NC(=O)C(NC(=O)C)C(C)C)C(=O)NC(C(O)CC(C(=O)NCCCC)C)CC(C)C)C,BACE_993,Train,6.4317985
s1cccc1-c1cc(ccc1)C1([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)CCCCC1,BACE_994,Train,6.4317985
S1(=O)(=O)CC(Cc2cc(CC)c(O)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,BACE_995,Train,6.4317985
s1ccc(C2(N=C(N)N(C)C2=O)c2cc(ccc2)-c2cncnc2)c1C,BACE_996,Train,6.4317985
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCN(CC1)C(=O)N)c1cc(ccc1)C(C)(C)C,BACE_997,Train,6.4202166
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCC(CC1)C#N)c1cc(ccc1)C(C)(C)C,BACE_998,Train,6.4202166
O1c2cc(ccc2OC1)C(=O)Nc1cc(ccc1)C1(N=C(N)N(C)C1=O)C1CCCCC1,BACE_999,Train,6.4202166
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)/C(=C/C)/C,BACE_1000,Train,6.4202166
O=C1N(CC2CCC(CC2)C(=O)[O-])C(=NC1(C1CCCCC1)c1ccccc1)N,BACE_1001,Train,6.4089355
Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+]C1(CC1)c1cc(ccc1)C(CF)(CF)C,BACE_1002,Train,6.4089355
O=C(NCCC(C)(C)C)C(Cc1cc2cc(ccc2nc1N)-c1ncccc1C#N)C,BACE_1003,Train,6.4089355
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1nnn(c1)C12CC3CC(C1)CC(C2)C3,BACE_1004,Train,6.406714
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCN(O)C1)c1cc(ccc1)C(C)(C)C,BACE_1005,Train,6.3979402
S(=O)(=O)(NC1CCC([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)(CC1)c1cc(ccc1)C(C)(C)C)C,BACE_1006,Train,6.3979402
Fc1c2c(ccc1)C(N=C2N)(c1cc(ccc1)-c1cncnc1)c1cc(OC)ncc1,BACE_1007,Train,6.3968558
Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(Oc2cccnc2)cc1,BACE_1008,Train,6.3872161
Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(Oc2nnccc2)cc1,BACE_1009,Train,6.3872161
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N(C)C)ccc1,BACE_1010,Train,6.3872161
O(C)c1cc(ccc1)C[NH2+]CC(O)C(NC(=O)c1cc(N2CCCC2=O)c2NC(=O)N(c2c1)CC)Cc1ccccc1,BACE_1011,Train,6.3767509
S1(=O)(=O)N(CCCC1)c1cc(cc(c1)/C(=N\OCC(C)C)/C)C(=O)N[C@H]([C@@H](O)C[NH2+]Cc1cc(OC)ccc1)Cc1cc(F)cc(F)c1,BACE_1012,Train,6.368556
O1c2c(cc(OCC(C)C)cc2)C2(N=C(N)N(C)C2=O)CC1(C)C,BACE_1013,Train,6.3655229
S(=O)(=O)(N(c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)c1ccccc1)C,BACE_1014,Train,6.3565474
FC1(F)COC(=NC1(C)c1cc(NC(=O)c2nn(cc2)C)ccc1F)N,BACE_1015,Train,6.3506651
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1nnn(c1)CC(C)(C)C,BACE_1016,Train,6.3467875
Clc1cc(cc(Cl)c1NC(=O)C)CNC(=[NH2+])NC(=O)Cn1c2c(cc(OC)cc2)cc1,BACE_1018,Train,6.3467875
O1c2c(cc(cc2)-c2ccccc2)C2(N=C(N)N(C)C2=O)CC1(C)C,BACE_1019,Train,6.3419886
Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(Oc2nccnc2)cc1,BACE_1020,Train,6.3372421
Ic1cc(ccc1)C1([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)CCCCC1,BACE_1021,Train,6.3372421
FC(F)(F)Oc1ccc(cc1)C1(N=C(N)N(C)C1=O)C12CC3CC(C1)CC(C2)C3,BACE_1022,Train,6.3279023
Clc1sc(cc1C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cncnc1)C,BACE_1023,Train,6.3279023
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(OC)COC(C)C)COc1cc(F)cc(F)c1)C(=O)NC(C)c1ccccc1)C,BACE_1025,Train,6.318759
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(COC)C1=O)C)C(O)C[NH2+]Cc1cc(OC)ccc1,BACE_1026,Train,6.318759
S1(=O)(=O)Nc2cc(cc3c2n(cc3CC)CCC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1,BACE_1027,Train,6.309804
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(c1)C)C(=O)N(CCC)CCC)C(O)C1[NH2+]CC[NH2+]C1,BACE_1028,Train,6.309804
Fc1ccc(cc1)C1(N=C(C)C(=N1)N)c1cc(ccc1)-c1cccnc1,BACE_1029,Train,6.309804
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCC(Nc2cccnc2)CC1)c1cc(ccc1)C(C)(C)C,BACE_1030,Train,6.3010302
O1CC(NC(=O)c2cc(cc(c2)C(=O)NCC\C=C\C1)C)C(O)C[NH2+]Cc1cc(ccc1)C(C)C,BACE_1031,Train,6.3010302
n1ccc(cc1)C1(N=C(N)c2c1cccc2)c1cc(ccc1)-c1cncnc1,BACE_1032,Train,6.3010302
S1CC(=NC1(c1cc(ccc1)-c1cc(OC)ccc1)c1ccncc1)N,BACE_1033,Train,6.3010302
s1nc(cc1)-c1cc2c(OC(CC23N=C(N)N(C)C3=O)(C)C)cc1,BACE_1034,Train,6.3001623
Clc1cc2CC(N=C(NC(Cc3cscc3C#CC)C(=O)[O-])c2cc1)(C)C,BACE_1035,Train,6.2924299
FC(F)(F)Oc1ccc(cc1)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cccnc1OC,BACE_1036,Train,6.2839966
S1(=O)CC(Cc2cc(O)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,BACE_1037,Train,6.2757239
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)/C(/F)=C/C1CC1,BACE_1038,Train,6.2676063
S1(=O)(=O)N(C2C=C(C=C3N(CC[NH+](C23)CC1)CC)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CC1)C,BACE_1039,Train,6.2596374
Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(OCCCCC)cc1,BACE_1040,Train,6.2596374
Clc1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)c2c1cccc2)C,BACE_1041,Train,6.2596374
Fc1ccc(cc1-c1cccnc1F)C1(N=C(N)N(C)C1=O)c1cc(C)c(OC)cc1,BACE_1042,Train,6.251812
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)C1CCOCOC1,BACE_1043,Train,6.251812
S1(=O)(=O)CC(Cc2cc(F)c3NCC4(CCC4)c3c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,BACE_1044,Train,6.251812
ClC1=CN=C(NC1=O)C(NC1=NC(Cc2c1ccc(Cl)c2)(C)C)Cc1ccccc1,BACE_1045,Train,6.251812
Clc1cc2CC(N=C(NC(Cc3cscc3CCC3CC3)C(=O)[O-])c2cc1)(C)C,BACE_1046,Train,6.2441254
OC(C(NC(=O)C1CC(CCC1)C(NC(=O)CC)(C)C)Cc1ccccc1)C[NH2+]Cc1cc(ccc1)C(C)C,BACE_1047,Train,6.2365718
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1cc(ccc1)C1OCCC1,BACE_1048,Train,6.2365718
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1cc(ccc1)C1(OCCC1)C,BACE_1049,Train,6.2365718
O=C(NCC=C)c1ccc(cc1)-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccccc1,BACE_1050,Train,6.2291479
Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(Oc2ccncc2)cc1,BACE_1051,Train,6.2291479
IC1=CN=C(NC1=O)C(NC1=NC(Cc2c1ccc(Cl)c2)(C)C)Cc1ccccc1,BACE_1052,Train,6.2291479
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)[C@H](O)[C@H]1[NH2+]Cc2c(C1)cccc2,BACE_1053,Train,6.221849
Brc1ccccc1C1C[NH2+]CC1C(=O)N1CCC(CC1c1ccccc1)c1ccccc1,BACE_1054,Train,6.221849
Clc1cc(ccc1)-c1cc2c(OC(CC23N=C(N)N(CC(F)(F)F)C3=O)(C)C)cc1,BACE_1055,Train,6.2189631
Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+]C1(CCC1)c1cc(ccc1)C(C)(C)C,BACE_1056,Train,6.2146702
Brc1cc(ccc1)CC1CS(=O)(=O)CC([NH2+]Cc2cc(ccc2)C(C)(C)C)C1O,BACE_1057,Train,6.2146702
O(C)c1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1cc(-c2cccnc2)c(cc1)C#N,BACE_1059,Train,6.2006593
o1cc(cc1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,BACE_1060,Train,6.2006593
Clc1cc2CC(N=C(NC(Cc3cscc3CC)C(=O)[O-])c2cc1)(C)C,BACE_1061,Train,6.2006593
S1CCC(=NC1(C)c1cc(ccc1)-c1cc(OC)ccc1)N,BACE_1062,Train,6.2006593
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1nccc(c1)C(C)(C)C,BACE_1064,Train,6.19382
O1CCCCNc2cc(cc(c2)C(=O)NC(Cc2cc1ccc2)C(O)C[NH2+]C(COC)c1cc(ccc1)C(C)(C)C)COC,BACE_1065,Train,6.1752234
S1(=O)(=O)CC(Cc2cc(OCCC)ccc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,BACE_1066,Train,6.1739254
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)CC,BACE_1067,Train,6.1611509
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCCOCC2)ccc1,BACE_1068,Train,6.154902
O=C1c2c(cc(cc2)-c2cncnc2)C2(N=C(N)N(C)C2=O)CC1(C)C,BACE_1069,Train,6.1530447
Brc1ccsc1CC(NC1=NC(Cc2c1ccc(Cl)c2)(C)C)C(=O)[O-],BACE_1070,Train,6.1487417
S(=O)(=O)(C)c1cc(ccc1)C1([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)CCCCC1,BACE_1071,Train,6.1426673
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1cc(c[n+]([O-])c1)CC(C)(C)C,BACE_1072,Train,6.1426673
Fc1ncccc1-c1cc(ccc1)[C@]1([NH+]=C(N2C1=NCCC2)N)c1cc2OC(F)(F)Oc2cc1,BACE_1073,Train,6.1307683
Fc1ccc(OC)cc1-c1cc2c(Oc3c(cc(OC)cc3)C23N=C(OC3)N)cc1,BACE_1074,Train,6.1307683
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCCOCC2=O)ccc1,BACE_1075,Train,6.124939
Clc1cc2CC(N=C(NC(Cc3ccccc3)C=3NC(ON=3)=O)c2cc1)(C)C,BACE_1076,Train,6.124939
Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+]C1(CC1)c1cc(ccc1)[C@H]1CCOC1,BACE_1077,Train,6.1191864
Brc1cc(ccc1)CC1CS(=O)(=O)CC([NH2+]Cc2cc(ccc2)C(C)C)C1O,BACE_1078,Train,6.1191864
Clc1cc2CC(N=C(NC(Cc3cscc3C#C)C(=O)[O-])c2cc1)(C)C,BACE_1079,Train,6.1191864
Clc1ccc(nc1)C(=O)Nc1cc(ccc1)C12N=C(SCC1C2)N,BACE_1080,Train,6.1191864
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1cc(cnc1)CC(C)(C)C,BACE_1081,Train,6.1079054
Clc1cc(cnc1)-c1cc2c(CC(CC23N=C(OC3)N)(C)C)cc1,BACE_1082,Train,6.1029229
FC(F)(F)Oc1ccc(cc1)[C@]1([NH+]=C(N2C1=NCCC2)N)c1cc(ccc1)-c1cncnc1,BACE_1083,Train,6.1023731
S1CC(=NC1(c1cc(ccc1)-c1cccnc1)c1ccc(OC)cc1)N,BACE_1084,Train,6.1023731
OC(C(NC(=O)C1CC(CCC1)C(NC(=O)C)C(C)C)Cc1ccccc1)CC(C(=O)NCCCC)C,BACE_1085,Train,6.09691
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)C1CCCC1=O,BACE_1086,Train,6.09691
Fc1ncccc1-c1cc2c(Oc3c(cc(OC)cc3)C23N=C(OC3)N)cc1,BACE_1087,Train,6.09691
O(C)c1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCN(CC1)C(=O)C,BACE_1088,Train,6.09691
Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(Oc2ncccc2)cc1,BACE_1089,Train,6.0915151
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)CC(C)C,BACE_1090,Train,6.0915151
O=C1N(CC(=NC1(C)c1cc(NC(=O)c2ncc(cc2)C#N)ccc1)N)C,BACE_1091,Train,6.0899096
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCCC2=O)ccc1,BACE_1092,Train,6.0861859
Clc1cc2CC(N=C(NC(Cc3cscc3-c3occn3)C(=O)[O-])c2cc1)(C)C,BACE_1093,Train,6.0861859
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1nc([nH]n1)C([NH3+])(Cc1ccccc1)C)C,BACE_1094,Train,6.0851283
Clc1cc(cc(Cl)c1NC(=O)C)CNC(=[NH2+])NC(=O)Cn1c2cc(ccc2cc1)CN(S(=O)(=O)C)C,BACE_1095,Train,6.0757208
Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(Oc2ccccc2)cc1,BACE_1096,Train,6.070581
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCN(C1)C(OCc1ccccc1)=O)c1cc(ccc1)C(C)(C)C,BACE_1097,Train,6.0655017
O=C1N(C)C(=NC1(C1CCCCC1)c1cc(NC(=O)c2n(ccc2)C)ccc1)N,BACE_1098,Train,6.0655017
Fc1cc(cc(F)c1)CC(NC(=O)c1c2cc(ccc2n(c1)C(=O)N(CCCC)C)C(OCc1ccccc1)=O)C(O)C[NH2+]Cc1cc(OC)ccc1,BACE_1099,Train,6.0655017
O(CCCC)c1ccc(cc1)C1(N=C(N)N(C)C1=O)C12CC3CC(C1)CC(C2)C3,BACE_1100,Train,6.0604806
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1nn(cc1)CC(C)(C)C,BACE_1101,Train,6.0604806
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]Cc2c(C1)cccc2O,BACE_1102,Train,6.0604806
S1(=O)(=O)CC(Cc2cc(CC)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,BACE_1103,Train,6.0604806
FC(F)(F)Oc1ccc(cc1)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1ccc(OC)nc1,BACE_1104,Train,6.0457573
FC(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1cc(ccc1)CC,BACE_1105,Train,6.0457573
Fc1c(cccc1OC)-c1cc2c(Oc3c(cc(OC)cc3)C23N=C(OC3)N)cc1,BACE_1106,Train,6.0457573
Fc1ncc(cc1)-c1cc2c(Oc3c(cc(OC)cc3)C23N=C(OC3)N)cc1,BACE_1107,Train,6.0457573
S1(Oc2c(N1c1cc(ccc1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)cccc2)(=O)=O,BACE_1108,Train,6.0409584
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)C(F)F)C(=O)NC(C)c1ccc(F)cc1)C,BACE_1109,Train,6.0338583
S(=O)(=O)(N(c1cc(ccc1C)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)c1ccccc1)C,BACE_1110,Train,6.031517
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)C1CCCC1,BACE_1111,Train,6.0268722
O=C1N(CCCCCC(=O)[O-])C(=NC1(C1CCCCC1)c1ccccc1)N,BACE_1112,Train,6.0222764
Clc1cc2c(OC3(CC2[NH2+]CC(O)C(NC(=O)C)Cc2ccccc2)CCC3)nc1,BACE_1113,Train,6.0190883
Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(Nc2cncnc2)cc1,BACE_1114,Train,6.0087738
Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+]C1(CC1)c1cc(-n2nccc2)ccc1,BACE_1115,Train,6.0087738
O=C1N(C)C(=NC1(C1CCCCC1)c1ccccc1)N,BACE_1116,Train,6.004365
S1(=O)(=O)CC(Cc2cc(CCO)c(O)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,BACE_1117,Train,6.004365
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CF)C(=O)NC(C)c1ccc(F)cc1)C,BACE_1118,Train,6.0013046
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCCNC2=O)ccc1,BACE_1119,Train,6
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(CCCC)C1=O)CCc1ccccc1)C(O)C1[NH2+]Cc2c(C1)cccc2,BACE_1120,Train,6
S1CCC(=NC1(C)c1cc(ccc1)-c1cncnc1)N,BACE_1121,Train,6
Clc1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)N(C)C1=O)C,BACE_1123,Train,5.9913998
O1CCCC1CN1C(=O)C(N=C1N)(C1CCCCC1)c1ccccc1,BACE_1124,Train,5.9829664
O=C1N(C)C(=NC1(C1CCCCC1)C1CCCCC1)N,BACE_1125,Train,5.9665761
Fc1cc(cc(F)c1)CN1C(=O)C(N=C1N)(C1CCCCC1)c1ccccc1,BACE_1126,Train,5.9665761
Clc1cc2CC(N=C(NC(Cc3cscc3-c3cn(nc3)C)C(=O)[O-])c2cc1)(C)C,BACE_1127,Train,5.9625735
s1cc(nc1N)C(Cc1cc([N+](=O)[O-])ccc1OC)c1ccc(OC)cc1,BACE_1128,Train,5.9586072
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)-c1occc1,BACE_1129,Train,5.9586072
Fc1cc(cc(F)c1)CC(NC(=O)c1c2c(n(c1)C(OCCCC)=O)cccc2)C(O)C[NH2+]Cc1cc(OC)ccc1,BACE_1130,Train,5.9586072
S1(=O)(=O)CC(Cc2ccccc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,BACE_1131,Train,5.9586072
S1(=O)(=O)CC(Cc2cc(ccc2)COCCC)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,BACE_1132,Train,5.9586072
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(ccc1)C(=O)N(CCC)CCC)C(O)C1[NH2+]Cc2c(C1)cccc2,BACE_1133,Train,5.9586072
S1(=O)(=O)N(C2(CC([NH+](CC2)Cc2cc3c([nH]nc3CC)cc2)C)CN1C)c1cc(F)ccc1,BACE_1134,Train,5.9586072
Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(OCCC)cc1,BACE_1135,Train,5.939302
Clc1cccc(-c2cc3c(Oc4c(cc(OC)cc4)C34N=C(OC4)N)cc2)c1F,BACE_1136,Train,5.9318142
O1CC2(N=C1N)c1cc(ccc1Oc1c2cc(OC)cc1)-c1ccccc1,BACE_1137,Train,5.9281182
O=C(NC1CC1)c1ccc(cc1)-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccccc1,BACE_1138,Train,5.9208188
S1(=O)(=O)CC(Cc2cc(CO)c(O)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,BACE_1139,Train,5.9208188
Fc1cc(cc(F)c1)CC(NC(=O)c1c2cccnc2n(c1)C(=O)N(CCCC)C)C(O)C1[NH2+]Cc2c(C1)cccc2,BACE_1140,Train,5.9208188
S1(=O)(=O)N(C2(CC([NH+](CC2)Cc2cc(OCC)c(O)cc2)C)CN1C)c1cc(F)ccc1,BACE_1141,Train,5.9208188
Fc1ncccc1-c1cc(ccc1)C1(N=C(OC1)N)c1ccc(OC(F)F)cc1,BACE_1142,Train,5.9172144
O=C1N(Cc2ccccc2)C(=NC1(C1CCCCC1)c1ccccc1)N,BACE_1143,Train,5.9065785
FCCOc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,BACE_1144,Train,5.9065785
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC)C(=O)NC(C(O)CC(C(=O)NC(C(C)C)C(=O)NCc1ccccc1)C)COCc1cc(F)cc(F)c1)C,BACE_1145,Train,5.8996296
Clc1cc2CC(N=C(NC(Cc3cscc3-c3n[nH]cc3)C(=O)[O-])c2cc1)(C)C,BACE_1146,Train,5.8996296
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)c1ccccc1,BACE_1147,Train,5.8860569
O=C1N(C)C(=NC(C1)(CCc1cc(ccc1)-c1ccccc1)C)N,BACE_1148,Train,5.8860569
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCN(C1)C(=O)C)c1cc(ccc1)C(C)(C)C,BACE_1149,Train,5.8860564
OC(C(NC(=O)c1cc(N(C(=O)C)c2ccccc2)ccc1)Cc1ccccc1)C[NH2+]C(C(=O)NC1CCCCC1)C,BACE_1150,Train,5.8860564
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCOCC2=O)ccc1,BACE_1151,Train,5.8860564
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCOC2=O)ccc1,BACE_1152,Train,5.8860564
Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+]Cc1cc(ccc1)C(C)(C)C,BACE_1153,Train,5.8860564
Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+]C1(CC1)c1cc(ccc1)C(C(F)(F)F)=C,BACE_1154,Train,5.8860564
S1(=O)(=O)NCC2(N1c1cc(F)ccc1)CC([NH+](CC2)Cc1cc(OC(C)C)ccc1)C,BACE_1155,Train,5.8860564
O1CC2(N=C1N)CC(Cc1c2cc(cc1)-c1cncnc1)(C)C,BACE_1156,Train,5.8703103
O(C)c1cc(ccc1)C(=O)Nc1cc(ccc1)C1(N=C(N)N(C)C1=O)C1CCCCC1,BACE_1157,Train,5.8664613
Fc1c(cccc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,BACE_1158,Train,5.8664613
S(=O)(=O)(N(C)c1cc(cc(c1)COCC([NH3+])(Cc1ccccc1)CO)C(=O)NC(C)c1ccc(F)cc1)C,BACE_1159,Train,5.8632793
FC(F)(F)c1ccc(nc1)C(=O)Nc1cc(ccc1)C1(N=C(N)CN(C)C1=O)C,BACE_1160,Train,5.8601208
Fc1c2c(ccc1)C(N=C2N)(c1cc(nc(c1)C)C)c1cc(ccc1)-c1cncnc1,BACE_1161,Train,5.8601208
O=C1N(CCCCCC)C(=NC1(C1CCCCC1)c1ccccc1)N,BACE_1162,Train,5.8569851
Fc1ccc(cc1-c1cncnc1)[C@@]1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,BACE_1163,Train,5.8569851
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(N2CCNC2=O)ccc1,BACE_1164,Train,5.8538718
Brc1cc(ccc1O)CC1CS(=O)(=O)CC([NH2+]Cc2cc(OC(C)C)ccc2)C1O,BACE_1165,Train,5.8538718
n1cc(ccc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CCCCC1,BACE_1166,Train,5.8538718
FC(F)(F)Oc1ccc(cc1)[C@@]1(N=C(N)N(C)C1=O)c1ccccc1,BACE_1167,Train,5.8477116
FC(F)(F)Oc1ccc(cc1)C1([NH+]=C(N2C1=NCCC2)N)c1cc(ccc1)CCC,BACE_1168,Train,5.8446641
S1(=O)(=O)CC(Cc2cc3c([nH]nc3)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,BACE_1169,Train,5.8386321
FC1(F)c2c(cc(cc2)-c2cncnc2)C2(N=C(N)N(C)C2=O)CC1(C)C,BACE_1170,Train,5.8259401
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(OC)CNc1ccccc1)COc1cc(F)cc(F)c1)C(=O)NC(C)c1ccccc1)C,BACE_1171,Train,5.8239088
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(OC)CNc1ccc(F)cc1)COc1cc(F)cc(F)c1)C(=O)NC(C)c1ccccc1)C,BACE_1172,Train,5.8239088
S1(=O)(=O)N(c2c3n(cc(c3c(cc2)C(=O)NC(C(O)CC(OC)COCc2ccc(OC)cc2)COc2cc(F)cc(F)c2)CC)CC1)C,BACE_1173,Train,5.8239088
O(C)c1cc(ccc1)C[NH2+]CC(O)C(NC(=O)c1c2c(n(c1)C(=O)N(CC)CC)cccc2)Cc1ccccc1,BACE_1174,Train,5.8239088
S1(=O)(=O)N(C2(CC([NH+](CC2)Cc2cc(OC(C)C)ccc2)C)CN1c1ncccn1)c1cc(F)ccc1,BACE_1175,Train,5.8239088
O(C)c1c(cc(cc1C)[C@@]1(N=C(C)C(=N1)N)c1cc(ccc1)-c1cncnc1)C,BACE_1176,Train,5.8239088
